1.600000	0.280899	0.277787	0.276546	0.278396
1.610000	0.278389	0.275302	0.274076	0.275915
1.620000	0.275908	0.272846	0.271635	0.273463
1.630000	0.273456	0.270420	0.269222	0.271039
1.640000	0.271032	0.268021	0.266838	0.268644
1.650000	0.268637	0.265650	0.264481	0.266276
1.660000	0.266269	0.263308	0.262151	0.263936
1.670000	0.263929	0.260992	0.259849	0.261623
1.680000	0.261616	0.258703	0.257574	0.259336
1.690000	0.259329	0.256441	0.255325	0.257076
1.700000	0.257069	0.254205	0.253102	0.254842
1.710000	0.254836	0.251995	0.250904	0.252634
1.720000	0.252627	0.249811	0.248732	0.250451
1.730000	0.250445	0.247651	0.246586	0.248293
1.740000	0.248287	0.245517	0.244464	0.246160
1.750000	0.246154	0.243407	0.242366	0.244051
1.760000	0.244045	0.241322	0.240292	0.241967
1.770000	0.241961	0.239260	0.238243	0.239906
1.780000	0.239900	0.237222	0.236216	0.237869
1.790000	0.237863	0.235208	0.234213	0.235855
1.800000	0.235849	0.233216	0.232233	0.233863
1.810000	0.233858	0.231247	0.230275	0.231895
1.820000	0.231889	0.229301	0.228340	0.229948
1.830000	0.229943	0.227376	0.226426	0.228024
1.840000	0.228019	0.225474	0.224534	0.226122
1.850000	0.226116	0.223593	0.222664	0.224240
1.860000	0.224235	0.221733	0.220815	0.222380
1.870000	0.222375	0.219894	0.218986	0.220541
1.880000	0.220536	0.218076	0.217178	0.218723
1.890000	0.218718	0.216278	0.215391	0.216924
1.900000	0.216920	0.214501	0.213623	0.215146
1.910000	0.215142	0.212743	0.211875	0.213388
1.920000	0.213383	0.211005	0.210147	0.211649
1.930000	0.211645	0.209287	0.208438	0.209930
1.940000	0.209925	0.207587	0.206748	0.208229
1.950000	0.208225	0.205907	0.205076	0.206548
1.960000	0.206543	0.204245	0.203424	0.204884
1.970000	0.204880	0.202601	0.201789	0.203240
1.980000	0.203236	0.200976	0.200173	0.201613
1.990000	0.201609	0.199368	0.198574	0.200004
